FID,F1,F2,F3,F4,F5,ID
523,-84.764529,31.191131,3.7,10.4,55.136,538
524,-84.764538,31.191155,4.3,10.2,55.176,539
525,-84.764546,31.191179,4.2,11.4,55.211,540
526,-84.764555,31.191203,4.5,10.8,55.257,541
527,-84.764563,31.191228,4.3,8.2,55.314,542
528,-84.764572,31.191251,4.2,9,55.338,543
529,-84.76458,31.191276,4.3,8.5,55.403,544
530,-84.764589,31.1913,4.5,10,55.454,545
531,-84.764597,31.191324,3.9,8.4,55.468,546
532,-84.764606,31.191348,2.9,8,55.538,547
533,-84.764615,31.191373,2.4,7.2,55.585,548
534,-84.764623,31.191397,2.1,6.6,55.628,549
535,-84.764631,31.191421,2.4,5.7,55.61,550
536,-84.76464,31.191445,1.9,4.9,55.646,551
537,-84.764648,31.191469,1.4,4.7,55.696,552
538,-84.764657,31.191493,2.1,3.8,55.723,553
539,-84.764666,31.191518,1.7,4,55.764,554
540,-84.764673,31.191542,1.6,3.7,55.806,555
541,-84.764682,31.191566,1.7,3.7,55.866,556
542,-84.76469,31.19159,1.7,3.4,55.885,557
543,-84.764699,31.191614,1.6,3.4,55.949,558
544,-84.764707,31.191638,1.5,3.6,56,559
545,-84.764717,31.191662,1.8,4.2,56.012,560
546,-84.764725,31.191686,2.1,4.7,56.056,561
547,-84.764733,31.19171,2.2,5,56.114,562
548,-84.764741,31.191735,2.6,6,56.181,563
549,-84.764749,31.191759,2.6,6.9,56.196,564
550,-84.764757,31.191783,2.7,7.1,56.288,565
551,-84.764766,31.191806,3.3,7.5,56.31,566
552,-84.764774,31.19183,3.9,8.1,56.34,567
553,-84.764782,31.191855,3.9,9.3,56.382,568
554,-84.76479,31.191879,5.2,10.5,56.433,569
555,-84.764799,31.191903,5.3,11.9,56.501,570
556,-84.764809,31.191927,5.5,11.5,56.553,571
557,-84.764817,31.191951,5.9,11.7,56.626,572
558,-84.764826,31.191976,5.4,13.5,56.751,573
559,-84.764834,31.192,4.8,10.6,56.797,574
560,-84.764842,31.192023,4.4,9.5,56.853,575
561,-84.764849,31.192043,4.5,9.3,56.86,576
562,-84.764856,31.192063,4,8.4,56.895,577
563,-84.764863,31.192083,4.3,8.2,56.916,578
564,-84.764869,31.192104,4.1,8.3,56.893,579
565,-84.764876,31.192124,4.1,7.8,56.89,580
566,-84.764883,31.192145,3.5,7.4,56.903,581
567,-84.764891,31.192165,3.4,6.6,56.88,582
568,-84.764898,31.192185,2.9,6.7,56.896,583
569,-84.764905,31.192206,2.5,6.4,56.871,584
570,-84.764913,31.192225,2.6,6,56.864,585
571,-84.76492,31.192246,2.4,5.2,56.846,586
572,-84.764928,31.192265,2.3,4.7,56.83,587
573,-84.764934,31.192282,2,3.3,56.84,588
574,-84.76494,31.192299,2.3,3.2,56.858,589
575,-84.764948,31.192316,2.1,3.4,56.854,590
576,-84.764956,31.192332,2.1,3.7,56.814,591
577,-84.765127,31.192342,2.4,5.3,57.005,592
578,-84.765134,31.192326,3,6.2,56.986,593
579,-84.765134,31.19231,3,5.9,56.956,594
580,-84.765126,31.192294,3,5.8,56.95,595
581,-84.765117,31.192278,3.7,7.3,56.946,596
582,-84.765109,31.192262,3.3,6.3,56.942,597
583,-84.765102,31.192245,3.1,6,56.939,598
584,-84.765094,31.192229,3.3,6.6,56.949,599
585,-84.765086,31.192213,2.9,6.2,56.997,600
586,-84.765079,31.1922,3.2,6.7,56.989,601
587,-84.765071,31.192183,3.1,6.2,57.012,602
588,-84.765062,31.192164,3.5,5.9,57.024,603
589,-84.765055,31.192144,3.7,6.4,57.046,604
590,-84.765047,31.192124,3.4,7.3,57.026,605
591,-84.765039,31.192101,4,9.7,56.947,606
592,-84.765031,31.192077,4.7,10.7,56.95,607
593,-84.765021,31.192053,4.9,9.4,56.932,608
594,-84.765013,31.192028,5.4,11.8,56.895,609
595,-84.765004,31.192003,5.3,10.9,56.849,610
596,-84.764996,31.191979,5.9,12.1,56.779,611
597,-84.764988,31.191954,6.5,13.6,56.749,612
598,-84.764979,31.191929,5.8,11.6,56.689,613
599,-84.76497,31.191905,6.3,12.6,56.571,614
600,-84.764962,31.191881,6,13.4,56.503,615
601,-84.764954,31.191856,5.4,12.1,56.443,616
602,-84.764945,31.191831,5.8,11.2,56.388,617
603,-84.764938,31.191806,5.4,13.1,56.265,618
604,-84.764929,31.191782,5.4,11.2,56.237,619
605,-84.764919,31.191758,4.9,9.1,56.17,620
606,-84.764911,31.191734,5,8.5,56.104,621
607,-84.764901,31.191709,3.9,7.9,56.041,622
608,-84.764893,31.191685,3.8,7.6,55.961,623
609,-84.764885,31.19166,3.9,8.3,55.937,624
610,-84.764876,31.191636,3,7.1,55.891,625
611,-84.764867,31.191612,2.4,6.4,55.84,626
612,-84.764858,31.191587,2.4,5.7,55.781,627
613,-84.76485,31.191563,2.7,6.2,55.724,628
614,-84.764842,31.191538,2.7,5.6,55.666,629
615,-84.764833,31.191514,2.2,5.7,55.594,630
616,-84.764825,31.191489,2.6,6.4,55.547,631
617,-84.764816,31.191465,2.6,6.5,55.529,632
618,-84.764808,31.19144,2.1,6.2,55.491,633
619,-84.764799,31.191416,2.5,7,55.449,634
620,-84.764791,31.191392,1.9,6.9,55.403,635
621,-84.764782,31.191367,2.3,7.3,55.396,636
622,-84.764773,31.191343,2.3,7.4,55.356,637
623,-84.764765,31.191319,2.4,7.2,55.31,638
624,-84.764758,31.191294,3,7.3,55.211,639
625,-84.764749,31.191269,2.7,7.2,55.15,640
626,-84.764741,31.191246,2.5,6.4,55.082,641
627,-84.764736,31.191227,2.9,6,54.979,642
628,-84.764731,31.191213,2,5.9,55.026,643
629,-84.764792,31.191232,5.4,7.8,54.579,644
630,-84.764795,31.191252,3.9,7.7,54.525,645
631,-84.764801,31.191273,3.7,6.3,54.541,646
632,-84.764808,31.191293,4.2,8.3,54.61,647
633,-84.764816,31.191312,4.9,9.5,54.648,648
634,-84.764827,31.191332,5.7,10.1,54.71,649
635,-84.764837,31.191351,5.1,8.5,54.707,650
636,-84.764847,31.191371,5.1,7.1,54.744,651
637,-84.764856,31.19139,4.9,7.4,54.807,652
638,-84.764865,31.191409,4.5,7.8,54.812,653
639,-84.764874,31.191429,5.2,6.5,54.876,654
640,-84.764882,31.19145,4.5,5.4,55.026,655
641,-84.76489,31.191469,4.6,6.6,55.175,656
642,-84.7649,31.191488,5,6.1,54.985,657
643,-84.764909,31.191508,4.1,6.2,54.984,658
644,-84.764916,31.191528,4.9,6,55.105,659
645,-84.764924,31.191549,4.1,6.1,55.166,660
646,-84.764932,31.191568,5,6.1,55.17,661
647,-84.764938,31.19159,5.4,7,55.378,662
648,-84.764948,31.191609,5,7,55.488,663
649,-84.764957,31.191629,5.1,6.9,55.491,664
650,-84.764962,31.191649,5.6,7.9,55.538,665
651,-84.764962,31.191669,4.7,8.1,55.631,666
652,-84.76496,31.191689,3.9,7.8,55.624,667
653,-84.764961,31.19171,4.5,8.9,55.641,668
654,-84.764965,31.19173,4.6,8.1,55.698,669
655,-84.764972,31.19175,4.2,8.5,55.838,670
656,-84.764982,31.191769,4.5,9,55.977,671
657,-84.764993,31.191788,5.3,10.3,55.994,672
658,-84.765003,31.191807,4.6,9.8,55.947,673
659,-84.765013,31.191826,5,9.5,56.031,674
660,-84.765023,31.191846,6.1,11,56.099,675
661,-84.765032,31.191865,5.2,12.1,56.134,676
662,-84.765042,31.191884,6.4,10.4,56.206,677
663,-84.765052,31.191903,6.6,10,56.209,678
664,-84.76506,31.191923,6.2,8.7,56.285,679
665,-84.76507,31.191942,5.7,9.3,56.37,680
666,-84.76508,31.191961,7.7,11.3,56.45,681
667,-84.765089,31.191981,8,11.3,56.458,682
668,-84.765099,31.192,7.8,11.9,56.506,683
669,-84.765108,31.19202,6.7,11.2,56.545,684
670,-84.765117,31.192039,6.8,11.4,56.583,685
671,-84.765126,31.192059,6.5,11.9,56.635,686
672,-84.765135,31.192079,5.6,10.3,56.666,687
673,-84.765143,31.192099,5,9.6,56.69,688
674,-84.765152,31.192118,5,8.9,56.698,689
675,-84.765159,31.192139,4.4,8.4,56.678,690
676,-84.765167,31.192159,3.8,8,56.743,691
677,-84.765174,31.192179,3.6,7.4,56.715,692
678,-84.765182,31.192199,4,6.3,56.713,693
679,-84.765188,31.192217,4.5,6.7,56.682,694
680,-84.765195,31.192234,3.9,6.6,56.66,695
681,-84.765202,31.192251,4.2,6.2,56.634,696
682,-84.765208,31.192268,4.1,6.2,56.625,697
683,-84.765213,31.192285,4.2,7.1,56.65,698
684,-84.764534,31.192479,7.8,8.8,55.744,699
685,-84.764522,31.192468,7.6,8.1,55.702,700
686,-84.764511,31.192457,6,7.1,55.7,701
687,-84.764503,31.192444,7,6.4,55.725,702
688,-84.764495,31.192428,8.3,9.6,55.745,703
689,-84.764489,31.192411,8.2,11.3,55.719,704
690,-84.764483,31.192393,7.1,9.8,55.749,705
691,-84.764477,31.192376,8.2,10.2,55.78,706
692,-84.76447,31.192359,7.9,9.6,55.773,707
693,-84.764463,31.192339,7,7.7,55.834,708
694,-84.764456,31.192319,6.3,7.8,55.859,709
695,-84.76445,31.192298,4.7,5.9,55.838,710
696,-84.764442,31.192276,4.7,5.6,55.84,711
697,-84.764434,31.192255,4.4,5.5,55.854,712
698,-84.764426,31.192233,4.8,5.8,55.871,713
699,-84.764419,31.192211,6.5,8.2,55.948,714
700,-84.764368,31.192059,5.7,6.2,56.841,715
701,-84.76436,31.192043,6.1,6.5,56.801,716
702,-84.764352,31.192021,5.9,6.4,56.765,717
703,-84.764344,31.191998,5,5.2,56.791,718
704,-84.764336,31.191975,5.4,5.9,56.711,719
705,-84.764328,31.191953,5.3,5.8,56.674,720
706,-84.764319,31.191931,5.7,7.8,56.676,721
707,-84.764311,31.191909,6.3,7.4,56.654,722
708,-84.764302,31.191887,6.1,9.6,56.69,723
709,-84.764295,31.191865,7.4,12.6,56.689,724
710,-84.764288,31.191843,6.8,10.7,56.694,725
711,-84.764281,31.19182,7.5,11.7,56.715,726
712,-84.764273,31.191798,8.3,11.6,56.756,727
713,-84.764266,31.191776,7.5,10.3,56.741,728
714,-84.764259,31.191754,6.6,11,56.738,729
715,-84.76425,31.191732,7,10.6,56.741,730
716,-84.764242,31.19171,6.6,9.6,56.75,731
717,-84.764235,31.191688,6.8,10.8,56.715,732
718,-84.764227,31.191665,5.1,10.4,56.727,733
719,-84.76422,31.191643,5.1,9.7,56.767,734
720,-84.764212,31.191621,6.3,11,56.764,735
721,-84.764204,31.191599,5.2,8.5,56.685,736
722,-84.764197,31.191576,6.1,8.1,56.666,737
723,-84.764189,31.191554,6.1,7.8,56.638,738
724,-84.764181,31.191532,5.9,9,56.624,739
725,-84.764175,31.191509,4.7,8.5,56.596,740
726,-84.764169,31.191487,4.9,9,56.536,741
727,-84.764162,31.191464,4.4,8.6,56.498,742
728,-84.764154,31.191442,3.8,7.2,56.422,743
729,-84.764147,31.191419,3.7,6.7,56.371,744
730,-84.764139,31.191397,3.2,6.5,56.299,745
731,-84.764132,31.191374,3.6,6.8,56.253,746
732,-84.764124,31.191352,3.6,6.8,56.17,747
733,-84.764116,31.191329,3.1,6.6,56.107,748
734,-84.764109,31.191307,3.4,7,56.031,749
735,-84.764101,31.191285,3.6,7.8,55.951,750
736,-84.764094,31.191262,3.6,7.9,55.859,751
737,-84.764086,31.19124,3.2,8.8,55.776,752
738,-84.764078,31.191218,3.1,7.6,55.727,753
739,-84.764071,31.191196,3.3,7.5,55.69,754
740,-84.764064,31.191176,2.8,7,55.629,755
741,-84.764059,31.191162,3,7.5,55.576,756
742,-84.76405,31.19113,3,7.6,55.463,757
743,-84.764042,31.191108,2.6,7.9,55.406,758
744,-84.764034,31.191086,2.6,7.1,55.363,759
745,-84.764026,31.191064,2.6,7.2,55.305,760
746,-84.764019,31.191042,2.9,7.6,55.24,761
747,-84.76401,31.19102,2.5,8.1,55.174,762
748,-84.764003,31.190997,2.2,7.4,55.115,763
749,-84.763995,31.190975,2.3,6.9,55.069,764
750,-84.763987,31.190953,2.3,7,55.025,765
751,-84.76398,31.190931,2.5,6.5,55.015,766
752,-84.763971,31.190909,2.3,5.8,54.956,767
753,-84.763963,31.190887,2.1,6.1,54.906,768
754,-84.763954,31.190864,3,6.7,54.859,769
755,-84.763946,31.190838,2.7,6.5,54.812,770
756,-84.763936,31.190811,3,7.2,54.757,771
757,-84.763927,31.190784,3.1,7.4,54.714,772
758,-84.763918,31.190758,2.7,7.2,54.678,773
759,-84.763908,31.190731,3,7.4,54.627,774
760,-84.763899,31.190704,3.2,6.5,54.589,775
761,-84.76389,31.190677,3.2,6.6,54.541,776
762,-84.76388,31.190651,3.5,7.5,54.473,777
763,-84.76387,31.190624,3.6,7.7,54.427,778
764,-84.763861,31.190597,3.8,9,54.383,779
765,-84.763852,31.19057,3.6,7.8,54.336,780
766,-84.763842,31.190544,3.9,7.7,54.296,781
767,-84.763833,31.190517,4.3,8,54.258,782
768,-84.763825,31.19049,3.1,6.8,54.218,783
769,-84.763816,31.190463,3.4,6.8,54.193,784
770,-84.763807,31.190436,3.3,5.5,54.165,785
771,-84.763798,31.19041,3.2,4.2,54.148,786
772,-84.763788,31.190383,4.2,4.3,54.104,787
773,-84.763778,31.190356,4.6,5.2,54.108,788
774,-84.763768,31.19033,4.7,6.1,54.077,789
775,-84.763759,31.190303,4.9,5.4,54.096,790
776,-84.76375,31.190277,4,4.4,54.094,791
777,-84.76374,31.19025,3.7,4.3,54.1,792
778,-84.763731,31.190224,4.1,4.6,54.091,793
779,-84.763722,31.190198,4.8,6,54.136,794
780,-84.763712,31.190171,5.2,7.4,54.126,795
781,-84.763703,31.190144,5.8,8.7,54.161,796
782,-84.763693,31.190118,6.1,9.1,54.212,797
783,-84.763684,31.190091,6.9,11.3,54.22,798
784,-84.763675,31.190065,6.4,11.8,54.231,799
785,-84.763665,31.190038,5.8,9.2,54.25,800
786,-84.763655,31.190011,5.7,11.1,54.276,801
787,-84.763646,31.189985,5.9,10.7,54.236,802
788,-84.763638,31.189957,5.4,9.7,54.252,803
789,-84.763629,31.189931,6.6,11.6,54.223,804
790,-84.763619,31.189904,6.6,11.4,54.241,805
791,-84.763611,31.189877,6.4,11.6,54.222,806
792,-84.763601,31.18985,6.4,9.5,54.205,807
793,-84.763592,31.189824,5.8,7,54.208,808
794,-84.763584,31.189797,4.1,5.2,54.163,809
795,-84.763575,31.18977,4.7,6.6,54.134,810
796,-84.763565,31.189744,2.8,5.6,54.126,811
797,-84.763557,31.189718,2.7,5.5,54.15,812
798,-84.763547,31.189691,3.7,6.9,54.178,813
799,-84.763538,31.189665,3.5,7.3,54.241,814
800,-84.763529,31.189638,3.8,7.5,54.281,815
801,-84.763519,31.189611,3.6,8.6,54.309,816
802,-84.76351,31.189584,3.8,8.1,54.305,817
803,-84.7635,31.189558,4,8.1,54.294,818
804,-84.763491,31.189531,3.8,8.1,54.284,819
805,-84.763482,31.189504,3.5,7.5,54.279,820
806,-84.763472,31.189478,3.3,7.2,54.253,821
807,-84.763464,31.189451,3.4,6.6,54.235,822
808,-84.763455,31.189425,3.6,6.4,54.271,823
809,-84.763448,31.189399,3.2,6.3,54.271,824
810,-84.763438,31.189372,2.9,6,54.271,825
811,-84.76343,31.189345,3.2,6.6,54.258,826
812,-84.763421,31.189319,3.5,6.7,54.257,827
813,-84.763411,31.189293,3.3,6.6,54.257,828
814,-84.763402,31.189266,3.5,6.2,54.257,829
815,-84.763394,31.189239,4.5,8.2,54.257,830
816,-84.763386,31.189213,4,9.7,54.258,831
817,-84.763377,31.189187,4.6,10.1,54.258,832
818,-84.763367,31.189161,4.9,10.5,54.295,833
819,-84.763355,31.189134,5.2,11.2,54.294,834
820,-84.763346,31.189108,5.5,11.8,54.295,835
821,-84.763338,31.189082,5.4,10.7,54.295,836
822,-84.763328,31.189055,5.5,13.8,54.294,837
823,-84.763318,31.189028,5.6,12.9,54.295,838
824,-84.763309,31.189001,5.4,10.3,54.295,839
825,-84.763299,31.188974,5,11.5,54.295,840
826,-84.76329,31.188948,5.1,11.7,54.295,841
827,-84.763278,31.188921,4.2,10.2,54.294,842
828,-84.763271,31.188895,4.1,8.8,54.295,843
829,-84.763261,31.188869,4,8.5,54.295,844
830,-84.763251,31.188842,4.3,8,54.294,845
831,-84.763242,31.188815,4.5,7.8,54.294,846
832,-84.763233,31.188788,4.5,8,54.281,847
833,-84.763224,31.188762,3.8,7.1,54.204,848
834,-84.763215,31.188735,3.9,7.5,54.225,849
835,-84.763206,31.188709,3.5,7.4,54.229,850
836,-84.763197,31.188682,3.7,7,54.227,851
837,-84.763187,31.188656,3.2,6.5,54.23,852
838,-84.763178,31.188629,3,6.3,54.237,853
839,-84.763169,31.188602,2.7,7.3,54.362,854
840,-84.763159,31.188575,2.6,6.8,54.199,855
841,-84.76315,31.188549,3,7.1,54.237,856
842,-84.763141,31.188522,3.3,7.9,54.31,857
843,-84.76313,31.188496,3.4,7.7,54.291,858
844,-84.763121,31.188469,3.2,7.9,54.259,859
845,-84.763113,31.188442,3.6,8.2,54.275,860
846,-84.763104,31.188416,3.2,7.5,54.344,861
847,-84.763094,31.188389,4,8,54.29,862
848,-84.763086,31.188362,4.2,9.3,54.351,863
849,-84.763076,31.188335,3.9,9,54.343,864
850,-84.763063,31.188309,4.3,9,54.408,865
851,-84.763054,31.188282,3.9,8.5,54.328,866
852,-84.763044,31.188255,3.8,7.6,54.223,867
853,-84.763034,31.188228,4.2,9.1,54.165,868
854,-84.763026,31.188205,4.6,9.1,54.091,869
855,-84.763019,31.188183,3.9,8.5,54.008,870
856,-84.763011,31.188162,3.8,8.4,53.928,871
857,-84.763005,31.188143,4.1,8.7,53.893,872
858,-84.762998,31.188125,4.6,9.4,53.848,873
859,-84.762992,31.188105,4.6,9.9,53.751,874
860,-84.762985,31.188087,5.8,9.8,53.689,875
861,-84.762979,31.188069,5.5,10.3,53.689,876
862,-84.762972,31.188047,6,9.7,53.776,877
863,-84.762963,31.188025,7,9.3,53.803,878
864,-84.762956,31.188003,8.5,10.8,53.849,879
865,-84.762947,31.187979,8.3,11.1,53.931,880
866,-84.762937,31.187952,5.9,7.8,54.012,881
867,-84.762929,31.187926,5.8,7.7,54.103,882
868,-84.76292,31.187899,5.4,8,54.163,883
869,-84.762911,31.187873,4.2,7.6,54.25,884
870,-84.762902,31.187846,4.7,8.3,54.349,885
871,-84.762893,31.18782,4,7.4,54.43,886
872,-84.762884,31.187794,3.2,7.7,54.529,887
873,-84.762876,31.187768,3.1,7.5,54.598,888
874,-84.762866,31.187742,2.8,7.3,54.601,889
875,-84.762857,31.187715,2.4,6.9,54.67,890
876,-84.762847,31.187689,2.3,6.4,54.654,891
877,-84.762838,31.187662,2.1,6,54.698,892
878,-84.762829,31.187636,2.3,6.1,54.719,893
879,-84.76282,31.18761,2,5.8,54.77,894
880,-84.762811,31.187584,1.6,5.9,54.801,895
881,-84.762801,31.187557,2.2,5.5,54.85,896
882,-84.762793,31.187531,1.9,5.1,54.908,897
883,-84.762784,31.187504,2.1,5.3,54.965,898
884,-84.762775,31.187478,1.8,5.4,55,899
885,-84.762766,31.187451,1.8,5.5,55.045,900
886,-84.762757,31.187424,1.7,4.7,55.115,901
887,-84.762749,31.187398,1.6,4.9,55.156,902
888,-84.762739,31.187371,1.8,5.4,55.164,903
889,-84.762729,31.187345,2,5.8,55.219,904
890,-84.762719,31.187319,1.9,6.4,55.271,905
891,-84.762709,31.187293,1.9,7.1,55.316,906
892,-84.7627,31.187266,2.3,7.3,55.364,907
893,-84.762691,31.18724,2.6,7.2,55.43,908
894,-84.762681,31.187213,2.6,7.4,55.531,909
895,-84.762673,31.187186,2.6,7.6,55.628,910
896,-84.762664,31.18716,2.5,8.3,55.688,911
897,-84.762654,31.187134,2.5,9,55.721,912
898,-84.762645,31.187107,2.2,9.2,55.778,913
899,-84.762636,31.18708,2.4,9,55.759,914
900,-84.762627,31.187054,2.8,9.3,55.765,915
901,-84.762617,31.187027,2.5,8.3,55.796,916
902,-84.762608,31.187001,2.2,8.1,55.844,917
903,-84.762599,31.186974,2.2,7.4,55.894,918
904,-84.762591,31.186947,2.1,5.8,55.902,919
905,-84.762581,31.18692,1.9,6.6,55.922,920
906,-84.762572,31.186894,2.1,6.2,55.978,921
907,-84.762563,31.186867,1.9,5.3,56.025,922
908,-84.762553,31.18684,1.9,5.1,56.02,923
909,-84.762544,31.186814,2.1,6.4,56.073,924
910,-84.762534,31.186787,2.2,6.6,56.079,925
911,-84.762525,31.18676,2.5,7.5,56.079,926
912,-84.762516,31.186734,2.6,7.3,56.05,927
913,-84.762507,31.186707,2.7,8.5,56.028,928
914,-84.762497,31.18668,2.7,8,56.021,929
915,-84.762488,31.186653,2.9,7.6,56.021,930
916,-84.762479,31.186626,3,7.8,55.989,931
917,-84.762469,31.1866,3.4,7.8,56.005,932
918,-84.76246,31.186573,3.7,8.6,56.048,933
919,-84.762451,31.186546,3.2,8.6,56.053,934
920,-84.762442,31.18652,3.6,8.4,56.033,935
921,-84.762433,31.186493,3.4,7.8,56.033,936
922,-84.762423,31.186466,3.3,8.2,56.035,937
923,-84.762414,31.186439,3.5,9.6,56.008,938
924,-84.762405,31.186413,3.6,8.4,55.989,939
925,-84.762395,31.186386,3.5,8.2,55.974,940
926,-84.762385,31.186359,4.1,9.6,55.972,941
927,-84.762377,31.186333,4.4,10.3,55.953,942
928,-84.762367,31.186306,3.6,9.5,55.948,943
929,-84.762358,31.18628,4,10.1,55.967,944
930,-84.762348,31.186253,3.5,7.9,55.991,945
931,-84.762339,31.186226,3.6,8.7,56.034,946
932,-84.76233,31.186199,3.6,9.1,56.031,947
933,-84.76232,31.186173,3.9,8.4,56.015,948
934,-84.762311,31.186146,3.5,8,56.014,949
935,-84.762302,31.186119,3.9,8.4,56.046,950
936,-84.762293,31.186093,3.2,7.4,56.025,951
937,-84.762283,31.186066,3.2,6.9,55.991,952
938,-84.762274,31.186039,2.9,6.2,56.026,953
939,-84.762265,31.186012,2.9,6.2,56.058,954
940,-84.762255,31.185986,2.7,6.4,56.032,955
941,-84.762246,31.185959,2.9,6.1,56.047,956
942,-84.762236,31.185933,3,7.1,56.09,957
943,-84.762227,31.185906,3.2,7.3,56.136,958
944,-84.762218,31.185879,2.8,6.9,56.111,959
945,-84.762209,31.185852,2.7,7.1,56.157,960
946,-84.7622,31.185825,2.6,6.5,56.181,961
947,-84.762191,31.185799,2.7,7.1,56.187,962
948,-84.76218,31.185772,2,7,56.195,963
949,-84.762171,31.185746,2.8,6.1,56.201,964
950,-84.762162,31.185719,3.1,7.4,56.216,965
951,-84.762153,31.185692,3.2,7.5,56.263,966
952,-84.762144,31.185665,3.5,8.6,56.275,967
953,-84.762135,31.185639,3.3,6.8,56.297,968
954,-84.762125,31.185612,3.6,8.5,56.316,969
955,-84.762116,31.185585,3.5,8.7,56.356,970
956,-84.762107,31.185559,3.6,8.9,56.399,971
957,-84.762097,31.185532,3.6,8.8,56.406,972
958,-84.762088,31.185505,3.9,10,56.412,973
959,-84.762078,31.185479,4.4,9.1,56.409,974
960,-84.762069,31.185452,4.2,8.9,56.403,975
961,-84.762061,31.185426,4.3,9.2,56.386,976
962,-84.762053,31.185404,4.6,9.3,56.38,977
963,-84.762046,31.185381,4.3,9.3,56.405,978
964,-84.762039,31.185359,4.8,8.3,56.351,979
965,-84.76203,31.185336,5.1,9,56.325,980
966,-84.762023,31.185314,5,8,56.263,981
967,-84.762016,31.185295,5.7,8.4,56.194,982
968,-84.762009,31.185276,5.8,9,56.141,983
969,-84.762002,31.185257,5.8,8.3,56.137,984
970,-84.761997,31.185242,6.6,8.7,56.114,985
971,-84.761992,31.185227,6.9,9.8,56.104,986
972,-84.761986,31.185212,6.7,9.6,56.111,987
973,-84.761981,31.185196,5.6,8.7,56.114,988
974,-84.761975,31.185181,6,8.7,56.111,989
975,-84.761969,31.185166,4.9,8.5,56.169,990
976,-84.761964,31.18515,6.8,9.3,56.218,991
977,-84.761957,31.185132,5.6,8.9,56.26,992
978,-84.76195,31.185112,4.7,8.1,56.296,993
979,-84.761942,31.18509,5.1,8.3,56.37,994
980,-84.761934,31.185068,5,8.8,56.403,995
981,-84.761927,31.185045,5.3,9.4,56.4,996
982,-84.761919,31.185023,4.7,9.5,56.421,997
983,-84.761911,31.185,4.1,7.4,56.429,998
984,-84.761902,31.184973,4.6,9.3,56.433,999
985,-84.761893,31.184947,4.7,8.4,56.44,1000
986,-84.761883,31.18492,4.4,8.3,56.436,1001
987,-84.761874,31.184893,4.6,11,56.429,1002
988,-84.761864,31.184866,4.7,8.9,56.416,1003
989,-84.761855,31.184839,4.4,8.5,56.401,1004
990,-84.761845,31.184811,5.1,8.3,56.388,1005
991,-84.761836,31.184784,5.3,10.1,56.371,1006
992,-84.761827,31.184757,5.3,9.7,56.297,1007
993,-84.761818,31.184731,7,10.5,56.26,1008
994,-84.76181,31.184708,7.6,11.5,56.179,1009
995,-84.761803,31.184687,7,11.5,56.144,1010
996,-84.761795,31.184663,8.5,11.5,56.149,1011
997,-84.761787,31.184641,7.6,10.4,56.082,1012
998,-84.761779,31.184619,8.6,12,56.043,1013
999,-84.761772,31.184596,8.6,12.5,56.012,1014
1000,-84.761764,31.184574,7.8,11.5,55.947,1015
1001,-84.761757,31.184551,8.5,10.2,55.895,1016
1002,-84.761749,31.184528,7.6,10.4,55.84,1017
1003,-84.761742,31.184506,10.6,11.8,55.785,1018
1004,-84.761735,31.184483,8.4,11.4,55.732,1019
1005,-84.761728,31.184461,9,12.6,55.658,1020
1006,-84.761721,31.184438,9.3,14.6,55.644,1021
1007,-84.761713,31.184415,9.3,14.5,55.57,1022
1008,-84.761701,31.18437,8.1,14.3,55.494,1024
1009,-84.761526,31.184386,3.3,3.7,55.735,1026
1010,-84.761529,31.18441,4.2,8.5,55.808,1027
1011,-84.761534,31.184434,3.6,8.5,55.815,1028
1012,-84.761541,31.184458,4.4,8.7,55.84,1029
1013,-84.76155,31.184482,3.6,9.1,55.972,1030
1014,-84.761557,31.184505,3.3,7.4,56.032,1031
1015,-84.761566,31.184528,3.7,8.1,56.045,1032
